High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,44723.92894,43415.67668,48225.24121
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48356.0635,46107.76528,49800.54241
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2519.370194,2354.119614,2771.717461
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,978.4946479,958.4398618,1035.701648
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,15331.88305,14198.75396,17685.32528
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1324.844005,1283.14083,1829.593044
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,16782.95246,16120.98905,18728.12189
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,6446.574604,6159.534159,7235.96127
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,5125.9788,4888.966209,5684.927074
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1416.388356,1374.949559,1465.396074
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1827.168474,1719.895065,1842.771049
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4151.227543,3894.272202,4332.709281
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1214.402975,1206.830081,1281.63432
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,87157.47146,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2047.232704,1910.421473,2256.590409
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,80927.07467,85420.19086,100172.0793
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,3277.875596,2746.42045,4091.209187
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,5621.181695,4332.304125,4775.377454
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,68853.71522,59200.17794,68727.63666
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,44452.23256,44846.7916,52170.71186
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33673.75096,31911.03579,35657.49756
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5626.171177,4897.265897,5183.581305
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4205.563654,4042.76935,4103.258966
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40458.00188,39918.16756,39312.66037
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,9812.595808,9121.637138,10373.78979
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1970.105143,1936.424589,2081.799855
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1374.032105,1182.5217,1276.700365
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,1671.385385,1577.911747,1625.23502
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1432.178985,1430.551574,1606.462514
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,23219.33142,18566.09559,18082.61019
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,31902.4169,31721.29891,34997.78164
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,30667.34822,24300.32944,
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,8181.622747,6789.39265,7728.033309
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2598.505523,2593.355097,2535.623432
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,8985.572499,5599.957523,4136.146347
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,665.8784476,597.5296919,675.6631858
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,10542.14929,7568.042011,6357.19555
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,11726.76977,8458.162761,9414.226231
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8707.187368,7289.957037,8327.60519
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1100.027046,1095.770648,1164.918316
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,750.5555303,736.932217,793.945722
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,167019.6181,157754.9544,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,4082.69462,3893.841515,4013.687657
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2386.488589,2268.982746,2572.705144
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4952.231133,4723.798867,5494.396981
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1102.56487,989.8471707,1094.098185
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,9979.254112,9706.843103,11465.85777
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,19595.14157,20339.52127,23723.34025
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,112621.8213,117370.4969,133590.147
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17945.22222,18207.13964,21148.16294
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,83183.16661,37646.3162,43873.59116
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3498.573975,3258.121338,3795.380127
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,199377.4818,182538.6383,234315.4605
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,4493.370303,4500.624464,5230.661733
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,512.2796597,462.4042237,500.511032
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,11118.55654,7282.358489,10366.29336
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7337.350935,6491.499128,7569.089437
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,10145.17018,8655.000682,10045.6805
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5188.971114,5567.972727,6172.145065
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,5448.65078,5206.168295,6074.084921
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6070.388054,5965.450232,6694.641126
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,840.175765,822.906144,873.7948624
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,31198.24145,28977.56557,33486.67198
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1295.201448,1477.45287,1209.926942
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3438.715899,3093.878473,3573.165173
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,8909.653336,7677.152226,9465.703999
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4394.947147,4041.174196,4566.140154
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,23707.32881,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,508.1636746,449.9552098,491.8391128
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1839.96445,1868.466574,2166.046799
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11405.72682,9007.419102,9106.237202
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,584.3628673,628.699482,634.8356601
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11132.02393,10160.78325,11109.26184
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,63198.70132,61451.97615,68369.66279
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5126.176144,4251.172766,4865.557765
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,34797.51866,34800.75951,37159.54677
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,550.9635555,564.8220018,590.6294548
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2204.181574,2074.613928,2065.749068
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1890.273065,1863.109257,2045.535402
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,52476.27325,52162.57012,57767.87881
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,75719.7529,67329.67779,89154.27609
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1185.682675,1139.190277,1208.218534
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,9786.026526,9307.886768,10648.14139
