New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,42865.23364,41596.5055,48781.02663
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,39531.66035,38326.8576,42446.85932
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,19132.15227,16707.62301,19509.46646
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,13540.40029,11683.18606,13878.81484
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1437.165907,1322.315036,1505.010193
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,15826.08235,12569.17154,14617.60448
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6955.809959,6056.343903,6621.574336
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3413.847924,3224.422551,3460.530963
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15567.09087,14016.2475,12083.88815
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2593.80465,2446.066306,2672.94579
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,15699.91135,15816.9894,17999.90995
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1463.306586,1337.464153,1418.593326
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,32916.8668,31393.90737,32640.71034
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,23330.81729,22242.40642,24567.50927
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5807.838794,5353.348065,5891.499965
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3656.858271,3233.568638,3663.969055
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,4233.413675,3707.310581,3643.845437
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,45700.93813,44474.54975,49223.59503
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,20023.5047,18910.38013,19914.60351
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,62637.27511,52315.66008,66838.35743
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,12958.07556,13047.43206,14858.22943
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11536.25098,10169.08691,12194.77734
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,806.8799811,774.6892594,822.3479886
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1962.802875,1852.300088,2149.821595
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,22430.23823,19539.56581,23185.87079
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,748.0109253,608.3325195,751.8213501
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1462.354333,1490.203137,1636.893209
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,65831.18943,60729.45035,72794.00302
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2398.772757,2222.465636,2304.844567
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,506.6068944,493.4787775,480.0392113
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4280.288404,3903.395839,4551.184661
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,47287.39839,45320.20872,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,405.7867633,416.2177747,446.9815596
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,7417.203649,7733.802869,9230.178316
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1606.558195,1492.134018,1632.087531
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1607.921605,1493.100691,1633.180754
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,12427.57674,10702.96169,12588.92779
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1991.738264,2161.310196,2360.543554
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6690.044786,4796.533314,4869.134226
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,19383.48104,19545.74282,21391.92533
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,26016.07868,25545.241,29291.40062
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51939.42974,52837.90398,61028.73806
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3843.377391,3372.895601,3978.403528
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,17253.50566,12808.98747,14653.30939
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1116.679246,533.3852317,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,27795.14856,20882.26127,20908.5827
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,701.6212166,643.7722213,685.6902841
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,8259.795605,8354.065182,9880.09607
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,9019.717374,8423.196002,9842.052265
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,875.9326592,897.1945754,973.2061291
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7630.03961,6990.935503,7066.190546
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,889.0202624,852.3336702,897.0475103
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,7344.648233,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8526.265783,7081.447046,8108.91587
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1584.263844,1660.30834,2741.393931
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3436.13153,3092.20556,3572.065525
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4879.017342,4606.064552,4426.000637
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1962.802875,1852.300088,2149.821595
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1607.921605,1493.100691,1633.180754
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15690.9631,13871.79822,16032.50277
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3477.883777,3497.68141,3807.13915
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,9103.043375,8561.070948,9661.235975
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,4949.173888,4973.774561,5632.002993
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1052.021729,1042.09668,1099.287598
